Name;Country;Genre;YearOfProduction;LengthOfFilm;Translation;Subtitles;OriginalAudio;Director;Cast;Description;QualityOfVideo;FormatOfVideo;Video;Audio;PosterUrl
Киллер поневоле / Un petit boulot / Odd Job;;;;;;;;;;;;;;;http://i92.fastpic.ru/big/2017/0611/bc/4ff82f2fdb00a7be88f94f80ce3426bc.jpg
FOCS;;;;;;;;;;;;;;;https://i5.imageban.ru/out/2019/03/11/d451c34b4f749573bde6d13de789b86d.jpg
Джуманджи: Зов джунглей / Jumanji: Welcome to the Jungle;;;;;;нет;;;Дуэйн Джонсон, Кевин Харт, Джек Блэк, Карен Гиллан, Риз Дэрби, Бобби Каннавейл, Ник Джонас, Алекс Вулф, Сер’Дариус Блэйн, Мэдисон Исман;;;;720x400 (1.80:1), 23.976 fps, XviD build 73 ~1360 kbps avg, 0.20 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384.00 kbps avg;https://i6.imageban.ru/out/2018/10/22/09f52c7b1dd8c6d0875b006492a71be8.png
Лучшие враги / The Best of Enemies;США;драма, биография, история;2019;02:13:23;"Любительский (многоголосый закадровый) | <span class=""post-b""><span class=""p-color"" style=""color: darkblue;"">HDRezka Studio</span></span><br/><span class=""post-b"">Субтитры</span>: русские (forced), английские<br/><span class=""post-b"">Оригинальная аудиодорожка</span>: английский<br/><span class=""post-b"">Режиссер</span>: Робин Бисселл / Robin Bissell<br/><span class=""post-b"">В ролях</span>: Тараджи П. Хенсон, Сэм Рокуэлл, Бабу Сизей, Ник Сирси, Уэс Бентли, Энн Хеч, Брюс МакГилл, Джон Галлахер мл., Ник Ковальчук, Гилберт Гленн Браун<br/><span class=""post-b"">Описание</span>: История о невероятной дружбе между чернокожей правозащитницей Энн Атуотер и членом Ку-клукс-клана Клэйборном Эллисом. Они были ожесточёнными противниками, пока не попали в один комитет по решению расового разделения в школе. Давних врагов объединяет забота о будущем своих детей.<br/><br/><span class=""post-b"">Качество видео</span>: WEB-DLRip<br/><span class=""post-b"">Формат видео</span>: AVI<span class=""post-br""><br/></span><span class=""post-b"">Видео</span>: 720x304 (2.37:1), 23.976 fps, XviD build 73 ~1756 kbps avg, 0.33 bit/pixel<br/><span class=""post-b"">Аудио 1</span>: 48 kHz, AC3 Dolby Digital, 2/0 (L,R) ch, ~192 kbps | <span class=""post-b""><span class=""p-color"" style=""color: darkblue;"">rus</span></span><br/><span class=""post-b"">Аудио 2</span>: 48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps | eng";русские (forced), английские;английский;;Тараджи П. Хенсон, Сэм Рокуэлл, Бабу Сизей, Ник Сирси, Уэс Бентли, Энн Хеч, Брюс МакГилл, Джон Галлахер мл., Ник Ковальчук, Гилберт Гленн Браун;История о невероятной дружбе между чернокожей правозащитницей Энн Атуотер и членом Ку-клукс-клана Клэйборном Эллисом. Они были ожесточёнными противниками, пока не попали в один комитет по решению расового разделения в школе. Давних врагов объединяет забота о будущем своих детей.;;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1756 kbps avg, 0.33 bit/pixel;;https://i6.imageban.ru/out/2019/06/27/7823c5af1fe2ea034c7f30d1258181e6.jpg
"Джуманджи: Зов джунглей / Jumanji: Welcome to the Jungle
«Осторожно, засосёт»";;;;;;;;;;;;;;;http://i102.fastpic.ru/big/2018/0306/28/70f35e99d9cb559f40ad2d4231603e28.png
Туннель: Опасно для жизни / Tunnelen;Норвегия;триллер;2019;01:43:43;;русские, английские, норвежские;норвежский;Пол Ойе / Pål Øie;;Каждый день въезжая в туннель, думаете ли вы о том, что в нем нет аварийного выхода? Что вы будете делать, если начнется пожар? Сотни машин, тысячи людей оказались в плену между снежной бурей и бушующим пламенем. Им осталось надеяться только на себя.;BDRip | Tunnelen.2019.BDREMUX.1080p.seleZen;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~2167 kbps avg, 0.41 bit/pixel;"48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps | <span class=""post-b""><span class=""p-color"" style=""color: red;"">русский</span></span>";https://a.radikal.ru/a18/2007/25/18cf2c1a0d29.png
Яркость / Bright;;;;;;;;;;;;;;;http://i103.fastpic.ru/big/2017/1227/f3/898a88ad6a70048b17a7fbb63be44cf3.png
Туннель: Опасно для жизни / Tunnelen;Норвегия;триллер;2019;01:43:43;;нет;нет;Пол Ойе / Pål Øie;;Каждый день въезжая в туннель, думаете ли вы о том, что в нем нет аварийного выхода? Что вы будете делать, если начнется пожар? Сотни машин, тысячи людей оказались в плену между снежной бурей и бушующим пламенем. Им осталось надеяться только на себя.;;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~1617 kbps avg, 0.31 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;https://b.radikal.ru/b38/2004/2e/d4f686202d9d.png
"Вчера / Yesterday
«Мир забыл про The Beatles. Но только не Джек...»";;;;;;;;;;;;;;;https://c.radikal.ru/c17/1910/16/f0110202d0ed.png
Мидуэй / Midway;США, Гонконг, Канада, Китай;боевик, драма, военный, история;2019;02:18:25;;русские (forced), английские (full, SDH);английский;Роланд Эммерих / Roland Emmerich;;;BDRip | Midway.2019.BDREMUX.1080p.seleZen;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~2173 kbps avg, 0.41 bit/pixel;;https://c.radikal.ru/c09/2002/55/ecec0adf5d69.jpg
Профессор Марстон и Чудо-женщины / Professor Marston and the Wonder Women;США;драма, биография;2017;01:48:26;Профессиональный (многоголосый закадровый) | Лицензия;нет;нет;;Люк Эванс, Ребекка Холл, Белла Хиткот, Конни Бриттон, Моника Джордано, Джей Джей Филд, Крис Конрой, Оливер Платт, Мэгги Кастл, Алекса Хэвинс;Гарвардский ученый-психолог Уильям Марстон оставил след в истории, как изобретатель детектора лжи и пионер теории феминизма. Создатель комиксов Макс Гейнс предложил Марстону, высоко ставившему роль комиксов в поп-культурном и идеалогическом пространстве, придумать супергероя слабого пола.;;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1470 kbps avg, 0.28 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~448 kbps;http://i3.imageban.ru/out/2018/03/29/941f216a33aa72f3cf27e479636ac7eb.jpg
Братья Систерс / The Sisters Brothers;Франция, Испания, Румыния, США, Бельгия;драма, комедия, криминал, приключения, вестерн;2018;02:01:05;;русские, английские;английский;;Джон С. Райлли, Хоакин Феникс, Джейк Джилленхол, Риз Ахмед, Ребекка Рут, Эллисон Толман, Рутгер Хауэр, Кэрол Кейн, Патрис Коссоно, Зак Эбботт;Братья-беспредельщики по фамилии Систерс по заданию таинственного Командора должны прикончить некоего Уорма, золотоискателя-авантюриста. Фартовые по жизни охотники за головами гонятся за новой жертвой, не подозревая, что их разведчик не так-то прост... Начинается игра на выживание: острый ум против безбашенной силы.;;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~1801 kbps avg, 0.34 bit/pixel;;https://i6.imageban.ru/out/2019/01/19/b08b6e76a71e1ad45315144b9f414705.jpg
Валериан и город тысячи планет / Valerian and the City of a Thousand Planets;Франция, Китай, Бельгия, Германия, ОАЭ, США, Великобритания, Канада;Фантастика, Фэнтези, Боевик, Приключения;2017;02:16:57;;русские, английские;английский;;Дэйн ДеХаан, Кара Делевинь, Клайв Оуэн, Рианна, Итэн Хоук, Херби Хэнкок, Крис У, Сэм Спруэлл, Ален Шаба, Рутгер Хауэр;"Валериан и Лорелин - на вид милые юноша и девушка с открытыми, преисполненными общечеловеческими идеалами лицами. Между тем, оба - агенты полицейских сил, отличники строевой и политической, морально устойчивы, в быту выдержаны и беспощадны к врагам Земного Альянса. И вот этот образцовый коллектив прибывает на космическую станцию ""Альфа"", которая за семь с лишним веков разрослась от МКС до огромного лабиринта планетарного масштаба. Станцию населяют более 30 миллионов существ из тысячи разных миров. Существа мирно делят квадратные метры, обмениваются передовым опытом и активно занимаются установлением гармонии среди миролюбивых народов интергалактического товарищества. Однако, в недрах комплекса зреет и борется за жизненное пространство радиационная аномалия, угрожающая развалить на части все достижения народного хозяйства. Крепко спаянному дуэту агентов предстоит не только распутать это гиблое дело в конкретно сжатые сроки, но и преодолеть сопротивление полностью разложившихся субъектов и прочих беззастенчивых элементов, готовых на все ради собственной выгоды.";;;;;http://i4.imageban.ru/out/2017/12/22/78db476f5d196256e428fe4c43c34e2e.png
BD EUR;;;;;;;;;;;;;;;https://i111.fastpic.ru/big/2019/1114/f2/8207e17b8acc0d5ae79825dae5ffaef2.jpg
